card_id	reviews	notes_id	character
1578251261316	5	1578251234815	臣 (NS)
1583391265958	5	1583391255444	麻
1586504368490	5	1586504365577	盆
1588740213655	5	1588740208408	疑
1588966826363	5	1588966429733	怨
1560026350177	4	1560026309822	尸 (no story)
1563326859456	4	1563326800538	尗 (no story)
1571069730949	4	1571069652735	嗬 (NS)
1572344401816	4	1572344322469	免 (NS, middle two boxes)
1572468615851	4	1572468605590	护
1573976209483	4	1573976164230	黑 (upper, NS)
1583352843374	4	1583352808397	孙
1583584176272	4	1583584143016	喂
1588311546354	4	1588311542653	孙
1570034309873	3	1570034301108	约
1583352624193	3	1583352546773	蚂
1583352771688	3	1583352696156	姥
1583390883823	3	1583390880887	仔
1576700351809	2	1576700285791	NA
1578896211643	2	1578896168169	征
1583352696091	2	1583352624225	蚁
1583352905239	2	1583352881794	猜
1583519060091	2	1583519056314	锅
1588966429700	2	1588966424058	赔
1589011895610	2	1589011892736	罢
1572468576346	1	1572468551591	貌
